,Airline Name,Date of journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
238,Air India,"Tue, 23 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
239,Air India,"Tue, 23 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
240,Air India,"Tue, 23 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
241,Air India,"Tue, 23 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
242,Air India,"Tue, 23 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
243,Air India,"Tue, 23 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
244,Air India,"Tue, 23 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
245,Air India,"Tue, 23 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
246,IndiGo,"Tue, 23 Nov",Mumbai,Kolkata,10:00,14:35,4h 35m,1 Stop,12978
247,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,6:20,19:35,13h 15m,2 Stop(s),13222
248,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,6:20,22:45,16h 25m,2 Stop(s),13222
249,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,10:45,"08:20
+ 1 day",21h 35m,2 Stop(s),13222
250,Air India,"Tue, 23 Nov",Mumbai,Kolkata,15:25,"08:05
+ 1 day",16h 40m,3 Stop(s),13401
251,Air India,"Tue, 23 Nov",Mumbai,Kolkata,10:00,"08:05
+ 1 day",22h 05m,2 Stop(s),13401
252,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,11:30,19:35,8h 05m,2 Stop(s),13676
253,Air India,"Tue, 23 Nov",Mumbai,Kolkata,8:00,22:20,14h 20m,1 Stop,13804
254,Air India,"Tue, 23 Nov",Mumbai,Kolkata,7:00,22:20,15h 20m,1 Stop,13804
255,Air India,"Tue, 23 Nov",Mumbai,Kolkata,10:00,22:20,12h 20m,1 Stop,14343
256,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,16:05,"19:35
+ 1 day",27h 30m,2 Stop(s),14868
257,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,9:05,19:35,10h 30m,2 Stop(s),15343
258,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,2 Stop(s),15603
259,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,13:20,22:45,9h 25m,2 Stop(s),16316
260,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,12:15,19:35,7h 20m,2 Stop(s),19856
261,Vistara,"Tue, 23 Nov",Mumbai,Kolkata,12:15,22:45,10h 30m,2 Stop(s),19856
262,SpiceJet,"Wed, 24 Nov",Mumbai,Kolkata,6:15,8:55,2h 40m,Non Stop,4326
263,SpiceJet,"Wed, 24 Nov",Mumbai,Kolkata,18:40,21:25,2h 45m,Non Stop,4326
264,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,2:35,8:05,5h 30m,1 Stop,7409
265,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,13:05,19:20,6h 15m,2 Stop(s),7409
266,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,13:05,21:05,8h 00m,1 Stop,7409
267,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,22:55,"07:10
+ 1 day",8h 15m,1 Stop,7409
268,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),7409
269,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,21:20,"08:05
+ 1 day",10h 45m,1 Stop,7409
270,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,7:20,19:15,11h 55m,1 Stop,7409
271,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,13:05,"01:25
+ 1 day",12h 20m,1 Stop,7409
272,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,13:05,"01:35
+ 1 day",12h 30m,1 Stop,7409
273,Air Asia,"Wed, 24 Nov",Mumbai,Kolkata,7:20,23:10,15h 50m,1 Stop,7409
274,Go First,"Wed, 24 Nov",Mumbai,Kolkata,5:00,7:30,2h 30m,Non Stop,7412
275,Go First,"Wed, 24 Nov",Mumbai,Kolkata,21:00,23:50,2h 50m,Non Stop,7412
276,Go First,"Wed, 24 Nov",Mumbai,Kolkata,5:45,11:35,5h 50m,1 Stop,7412
277,Go First,"Wed, 24 Nov",Mumbai,Kolkata,14:35,22:20,7h 45m,1 Stop,7412
278,Go First,"Wed, 24 Nov",Mumbai,Kolkata,22:40,"08:20
+ 1 day",9h 40m,1 Stop,7412
279,Go First,"Wed, 24 Nov",Mumbai,Kolkata,6:05,16:30,10h 25m,1 Stop,7412
280,Go First,"Wed, 24 Nov",Mumbai,Kolkata,19:15,"08:20
+ 1 day",13h 05m,1 Stop,7412
281,SpiceJet,"Wed, 24 Nov",Mumbai,Kolkata,6:00,20:50,14h 50m,1 Stop,7412
282,SpiceJet,"Wed, 24 Nov",Mumbai,Kolkata,13:50,"17:45
+ 1 day",27h 55m,1 Stop,7412
283,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,21:20,23:45,2h 25m,Non Stop,7413
284,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,0:30,3:00,2h 30m,Non Stop,7413
285,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,17:40,20:10,2h 30m,Non Stop,7413
286,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,7:05,9:45,2h 40m,Non Stop,7413
287,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,7:35,10:15,2h 40m,Non Stop,7413
288,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:55,15:35,2h 40m,Non Stop,7413
289,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,17:15,19:55,2h 40m,Non Stop,7413
290,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,6:30,9:25,2h 55m,Non Stop,7413
291,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,7413
292,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,18:30,"00:30
+ 1 day",6h 00m,1 Stop,7413
293,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:45,19:15,6h 30m,1 Stop,7413
294,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,15:05,22:45,7h 40m,1 Stop,7413
295,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,11:10,19:40,8h 30m,1 Stop,7413
296,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,21:35,"07:25
+ 1 day",9h 50m,1 Stop,7413
297,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,19:55,"06:05
+ 1 day",10h 10m,1 Stop,7413
298,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,11:10,21:50,10h 40m,1 Stop,7413
299,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,18:30,"06:05
+ 1 day",11h 35m,1 Stop,7413
300,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:45,"00:30
+ 1 day",11h 45m,1 Stop,7413
301,Air India,"Wed, 24 Nov",Mumbai,Kolkata,6:10,8:50,2h 40m,Non Stop,8253
302,Air India,"Wed, 24 Nov",Mumbai,Kolkata,20:30,23:15,2h 45m,Non Stop,8778
303,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,6:15,13:20,7h 05m,1 Stop,9093
304,Air India,"Wed, 24 Nov",Mumbai,Kolkata,20:15,"08:05
+ 1 day",11h 50m,1 Stop,9247
305,Air India,"Wed, 24 Nov",Mumbai,Kolkata,20:15,"16:00
+ 1 day",19h 45m,2 Stop(s),9247
306,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,7:10,13:20,6h 10m,1 Stop,9303
307,Air India,"Wed, 24 Nov",Mumbai,Kolkata,7:05,14:30,7h 25m,2 Stop(s),9461
308,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,17:10,"00:30
+ 1 day",7h 20m,1 Stop,9513
309,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,16:20,"00:30
+ 1 day",8h 10m,1 Stop,9513
310,Air India,"Wed, 24 Nov",Mumbai,Kolkata,9:50,21:05,11h 15m,2 Stop(s),9526
311,Air India,"Wed, 24 Nov",Mumbai,Kolkata,9:30,"08:20
+ 1 day",22h 50m,1 Stop,9675
312,Go First,"Wed, 24 Nov",Mumbai,Kolkata,10:55,16:15,5h 20m,1 Stop,9697
313,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,17:10,22:40,5h 30m,1 Stop,9723
314,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,16:20,22:40,6h 20m,1 Stop,9723
315,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,10:45,19:15,8h 30m,1 Stop,9723
316,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:45,22:40,9h 55m,1 Stop,9723
317,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,17:30,22:45,5h 15m,1 Stop,9879
318,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,9879
319,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,9879
320,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,9879
321,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,9879
322,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,9879
323,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,21:55,"08:20
+ 1 day",10h 25m,1 Stop,9879
324,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,8:45,19:35,10h 50m,1 Stop,9879
325,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,11:55,22:45,10h 50m,1 Stop,9879
326,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,9879
327,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,20:55,"08:20
+ 1 day",11h 25m,1 Stop,9879
328,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,9879
329,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,9879
330,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,19:45,"08:20
+ 1 day",12h 35m,1 Stop,9879
331,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,9879
332,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,6:30,19:35,13h 05m,1 Stop,9879
333,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,1 Stop,9879
334,Air India,"Wed, 24 Nov",Mumbai,Kolkata,8:00,14:30,6h 30m,1 Stop,9946
335,Air India,"Wed, 24 Nov",Mumbai,Kolkata,7:00,14:30,7h 30m,1 Stop,9946
336,Air India,"Wed, 24 Nov",Mumbai,Kolkata,21:30,"14:30
+ 1 day",17h 00m,1 Stop,9946
337,Air India,"Wed, 24 Nov",Mumbai,Kolkata,18:00,"14:30
+ 1 day",20h 30m,1 Stop,9946
338,Air India,"Wed, 24 Nov",Mumbai,Kolkata,15:25,"14:30
+ 1 day",23h 05m,2 Stop(s),9946
339,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,15:50,20:15,4h 25m,1 Stop,9996
340,Air India,"Wed, 24 Nov",Mumbai,Kolkata,16:45,"08:20
+ 1 day",15h 35m,1 Stop,10129
341,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,11:40,20:55,9h 15m,1 Stop,10248
342,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,16:15,22:55,6h 40m,1 Stop,10563
343,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:20,18:05,5h 45m,1 Stop,10584
344,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,12:20,22:25,10h 05m,1 Stop,10584
345,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,7:30,19:35,12h 05m,1 Stop,10593
346,Air India,"Wed, 24 Nov",Mumbai,Kolkata,21:30,"09:00
+ 1 day",11h 30m,1 Stop,10904
347,Air India,"Wed, 24 Nov",Mumbai,Kolkata,18:00,"09:00
+ 1 day",15h 00m,1 Stop,10904
348,Air India,"Wed, 24 Nov",Mumbai,Kolkata,15:25,"09:00
+ 1 day",17h 35m,2 Stop(s),10904
349,Air India,"Wed, 24 Nov",Mumbai,Kolkata,19:20,"14:30
+ 1 day",19h 10m,2 Stop(s),10913
350,Air India,"Wed, 24 Nov",Mumbai,Kolkata,19:00,"14:30
+ 1 day",19h 30m,1 Stop,10969
351,Air India,"Wed, 24 Nov",Mumbai,Kolkata,21:30,"19:10
+ 1 day",21h 40m,1 Stop,11324
352,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,9:20,17:25,8h 05m,1 Stop,11326
353,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,9:20,20:15,10h 55m,1 Stop,11326
354,Go First,"Wed, 24 Nov",Mumbai,Kolkata,13:30,21:45,8h 15m,1 Stop,11377
355,Go First,"Wed, 24 Nov",Mumbai,Kolkata,23:45,"08:00
+ 1 day",8h 15m,1 Stop,11377
356,Go First,"Wed, 24 Nov",Mumbai,Kolkata,22:40,"08:00
+ 1 day",9h 20m,1 Stop,11377
357,Go First,"Wed, 24 Nov",Mumbai,Kolkata,21:15,"08:00
+ 1 day",10h 45m,1 Stop,11377
358,Go First,"Wed, 24 Nov",Mumbai,Kolkata,20:15,"08:00
+ 1 day",11h 45m,1 Stop,11377
359,Go First,"Wed, 24 Nov",Mumbai,Kolkata,9:55,21:45,11h 50m,1 Stop,11377
360,Go First,"Wed, 24 Nov",Mumbai,Kolkata,8:00,21:45,13h 45m,1 Stop,11377
361,Go First,"Wed, 24 Nov",Mumbai,Kolkata,18:00,"08:00
+ 1 day",14h 00m,1 Stop,11377
362,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,16:55,22:25,5h 30m,1 Stop,11498
363,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,13:45,22:30,8h 45m,1 Stop,11876
364,Air India,"Wed, 24 Nov",Mumbai,Kolkata,19:00,"09:00
+ 1 day",14h 00m,1 Stop,11928
365,Go First,"Wed, 24 Nov",Mumbai,Kolkata,12:15,21:45,9h 30m,1 Stop,11953
366,Air India,"Wed, 24 Nov",Mumbai,Kolkata,8:00,19:10,11h 10m,1 Stop,12229
367,Air India,"Wed, 24 Nov",Mumbai,Kolkata,7:00,19:10,12h 10m,1 Stop,12229
368,Air India,"Wed, 24 Nov",Mumbai,Kolkata,10:00,19:10,9h 10m,1 Stop,12768
369,Air India,"Wed, 24 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
370,Air India,"Wed, 24 Nov",Mumbai,Kolkata,21:30,"16:00
+ 1 day",18h 30m,3 Stop(s),12939
371,Air India,"Wed, 24 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
372,Air India,"Wed, 24 Nov",Mumbai,Kolkata,19:00,"16:00
+ 1 day",21h 00m,3 Stop(s),12939
373,Air India,"Wed, 24 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
374,Air India,"Wed, 24 Nov",Mumbai,Kolkata,18:00,"16:00
+ 1 day",22h 00m,3 Stop(s),12939
375,Air India,"Wed, 24 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
376,Air India,"Wed, 24 Nov",Mumbai,Kolkata,15:25,"16:00
+ 1 day",24h 35m,4 Stop(s),12939
377,IndiGo,"Wed, 24 Nov",Mumbai,Kolkata,10:00,14:35,4h 35m,1 Stop,12978
378,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,6:20,19:35,13h 15m,2 Stop(s),13222
379,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,6:20,22:45,16h 25m,2 Stop(s),13222
380,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,10:45,"08:20
+ 1 day",21h 35m,2 Stop(s),13222
381,Air India,"Wed, 24 Nov",Mumbai,Kolkata,15:25,"08:05
+ 1 day",16h 40m,3 Stop(s),13401
382,Air India,"Wed, 24 Nov",Mumbai,Kolkata,10:00,"08:05
+ 1 day",22h 05m,2 Stop(s),13401
383,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,11:30,19:35,8h 05m,2 Stop(s),13676
384,Air India,"Wed, 24 Nov",Mumbai,Kolkata,8:00,22:20,14h 20m,1 Stop,13804
385,Air India,"Wed, 24 Nov",Mumbai,Kolkata,7:00,22:20,15h 20m,1 Stop,13804
386,Air India,"Wed, 24 Nov",Mumbai,Kolkata,10:00,22:20,12h 20m,1 Stop,14343
387,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,16:05,"19:35
+ 1 day",27h 30m,2 Stop(s),14868
388,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,9:05,19:35,10h 30m,2 Stop(s),15343
389,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,2 Stop(s),15603
390,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,13:20,22:45,9h 25m,2 Stop(s),16316
391,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,12:15,19:35,7h 20m,2 Stop(s),19856
392,Vistara,"Wed, 24 Nov",Mumbai,Kolkata,12:15,22:45,10h 30m,2 Stop(s),19856
393,SpiceJet,"Thu, 25 Nov",Mumbai,Kolkata,6:15,8:55,2h 40m,Non Stop,4326
394,SpiceJet,"Thu, 25 Nov",Mumbai,Kolkata,18:40,21:25,2h 45m,Non Stop,4326
395,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,2:35,8:05,5h 30m,1 Stop,7409
396,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,13:05,19:20,6h 15m,2 Stop(s),7409
397,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,13:05,21:05,8h 00m,1 Stop,7409
398,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,22:55,"07:10
+ 1 day",8h 15m,1 Stop,7409
399,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),7409
400,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,21:20,"08:05
+ 1 day",10h 45m,1 Stop,7409
401,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,7:20,19:15,11h 55m,1 Stop,7409
402,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,13:05,"01:25
+ 1 day",12h 20m,1 Stop,7409
403,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,13:05,"01:35
+ 1 day",12h 30m,1 Stop,7409
404,Air Asia,"Thu, 25 Nov",Mumbai,Kolkata,7:20,23:10,15h 50m,1 Stop,7409
405,Go First,"Thu, 25 Nov",Mumbai,Kolkata,5:00,7:30,2h 30m,Non Stop,7412
406,Go First,"Thu, 25 Nov",Mumbai,Kolkata,21:00,23:50,2h 50m,Non Stop,7412
407,Go First,"Thu, 25 Nov",Mumbai,Kolkata,5:45,11:35,5h 50m,1 Stop,7412
408,Go First,"Thu, 25 Nov",Mumbai,Kolkata,14:35,22:20,7h 45m,1 Stop,7412
409,Go First,"Thu, 25 Nov",Mumbai,Kolkata,22:40,"08:20
+ 1 day",9h 40m,1 Stop,7412
410,Go First,"Thu, 25 Nov",Mumbai,Kolkata,6:05,16:30,10h 25m,1 Stop,7412
411,Go First,"Thu, 25 Nov",Mumbai,Kolkata,19:15,"08:20
+ 1 day",13h 05m,1 Stop,7412
412,SpiceJet,"Thu, 25 Nov",Mumbai,Kolkata,6:00,20:50,14h 50m,1 Stop,7412
413,SpiceJet,"Thu, 25 Nov",Mumbai,Kolkata,13:50,"17:45
+ 1 day",27h 55m,1 Stop,7412
414,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,21:20,23:45,2h 25m,Non Stop,7413
415,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,0:30,3:00,2h 30m,Non Stop,7413
416,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,17:40,20:10,2h 30m,Non Stop,7413
417,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,7:05,9:45,2h 40m,Non Stop,7413
418,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,7:35,10:15,2h 40m,Non Stop,7413
419,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:55,15:35,2h 40m,Non Stop,7413
420,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,17:15,19:55,2h 40m,Non Stop,7413
421,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,6:30,9:25,2h 55m,Non Stop,7413
422,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,7413
423,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,18:30,"00:30
+ 1 day",6h 00m,1 Stop,7413
424,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:45,19:15,6h 30m,1 Stop,7413
425,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,15:05,22:45,7h 40m,1 Stop,7413
426,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,11:10,19:40,8h 30m,1 Stop,7413
427,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,21:35,"07:25
+ 1 day",9h 50m,1 Stop,7413
428,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,19:55,"06:05
+ 1 day",10h 10m,1 Stop,7413
429,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,11:10,21:50,10h 40m,1 Stop,7413
430,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,18:30,"06:05
+ 1 day",11h 35m,1 Stop,7413
431,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:45,"00:30
+ 1 day",11h 45m,1 Stop,7413
432,Air India,"Thu, 25 Nov",Mumbai,Kolkata,6:10,8:50,2h 40m,Non Stop,8253
433,Air India,"Thu, 25 Nov",Mumbai,Kolkata,20:30,23:15,2h 45m,Non Stop,8778
434,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,6:15,13:20,7h 05m,1 Stop,9093
435,Air India,"Thu, 25 Nov",Mumbai,Kolkata,20:15,"08:05
+ 1 day",11h 50m,1 Stop,9247
436,Air India,"Thu, 25 Nov",Mumbai,Kolkata,20:15,"16:00
+ 1 day",19h 45m,2 Stop(s),9247
437,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,7:10,13:20,6h 10m,1 Stop,9303
438,Air India,"Thu, 25 Nov",Mumbai,Kolkata,7:05,14:30,7h 25m,2 Stop(s),9461
439,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,17:10,"00:30
+ 1 day",7h 20m,1 Stop,9513
440,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,16:20,"00:30
+ 1 day",8h 10m,1 Stop,9513
441,Air India,"Thu, 25 Nov",Mumbai,Kolkata,9:50,21:05,11h 15m,2 Stop(s),9526
442,Air India,"Thu, 25 Nov",Mumbai,Kolkata,9:30,"08:20
+ 1 day",22h 50m,1 Stop,9675
443,Go First,"Thu, 25 Nov",Mumbai,Kolkata,10:55,16:15,5h 20m,1 Stop,9697
444,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,17:10,22:40,5h 30m,1 Stop,9723
445,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,16:20,22:40,6h 20m,1 Stop,9723
446,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,10:45,19:15,8h 30m,1 Stop,9723
447,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:45,22:40,9h 55m,1 Stop,9723
448,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,17:30,22:45,5h 15m,1 Stop,9879
449,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,15:45,22:45,7h 00m,1 Stop,9879
450,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,9879
451,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,14:40,22:45,8h 05m,1 Stop,9879
452,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,9879
453,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,22:45,"08:20
+ 1 day",9h 35m,1 Stop,9879
454,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,21:55,"08:20
+ 1 day",10h 25m,1 Stop,9879
455,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,8:45,19:35,10h 50m,1 Stop,9879
456,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,11:55,22:45,10h 50m,1 Stop,9879
457,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,9879
458,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,20:55,"08:20
+ 1 day",11h 25m,1 Stop,9879
459,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,9879
460,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,9879
461,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,19:45,"08:20
+ 1 day",12h 35m,1 Stop,9879
462,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,9879
463,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,6:30,19:35,13h 05m,1 Stop,9879
464,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,6:00,19:35,13h 35m,1 Stop,9879
465,Air India,"Thu, 25 Nov",Mumbai,Kolkata,8:00,14:30,6h 30m,1 Stop,9946
466,Air India,"Thu, 25 Nov",Mumbai,Kolkata,7:00,14:30,7h 30m,1 Stop,9946
467,Air India,"Thu, 25 Nov",Mumbai,Kolkata,21:30,"14:30
+ 1 day",17h 00m,1 Stop,9946
468,Air India,"Thu, 25 Nov",Mumbai,Kolkata,18:00,"14:30
+ 1 day",20h 30m,1 Stop,9946
469,Air India,"Thu, 25 Nov",Mumbai,Kolkata,15:25,"14:30
+ 1 day",23h 05m,2 Stop(s),9946
470,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,15:50,20:15,4h 25m,1 Stop,9996
471,Air India,"Thu, 25 Nov",Mumbai,Kolkata,16:45,"08:20
+ 1 day",15h 35m,1 Stop,10129
472,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,11:40,20:55,9h 15m,1 Stop,10248
473,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,16:15,22:55,6h 40m,1 Stop,10563
474,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:20,18:05,5h 45m,1 Stop,10584
475,IndiGo,"Thu, 25 Nov",Mumbai,Kolkata,12:20,22:25,10h 05m,1 Stop,10584
476,Vistara,"Thu, 25 Nov",Mumbai,Kolkata,7:30,19:35,12h 05m,1 Stop,10593
477,Air India,"Thu, 25 Nov",Mumbai,Kolkata,21:30,"09:00
+ 1 day",11h 30m,1 Stop,10904
478,Air India,"Thu, 25 Nov",Mumbai,Kolkata,18:00,"09:00
+ 1 day",15h 00m,1 Stop,10904
